Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Kunde,Transportiertes Gut,Produktpreis (EUR),Abnahmeort,Abgabeort
048,Information an Kunde über verspätetet Lieferzeit verschicken,2024-03-04 22:31:25,Timo Wagner,"10,61",Nestlé,Produkt K,"110,0",Lager F,Lager G
048,Auftragsabwicklung im System starten,2024-03-04 22:57:25,Sophia Lang,"9,0",Nestlé,Produkt K,"110,0",Lager C,Lager A
048,Artikel zusammenstellen,2024-03-04 23:47:25,Lisa Schulz,"4,93",Nestlé,Produkt K,"110,0",Lager E,Lager B
048,Ware verpacken,2024-03-05 00:31:25,Jonas Richter,"4,98",Nestlé,Produkt K,"110,0",Lager H,Lager C
048,Gewicht prüfen,2024-03-05 01:21:25,Luca Huber,"2,65",Nestlé,Produkt K,"110,0",Lager E,Lager E
048,Anzahl der Artikel überprüfen,2024-03-05 01:31:25,Lisa Mueller,"2,09",Nestlé,Produkt K,"110,0",Lager J,Lager J
048,Verpackung prüfen,2024-03-05 01:50:25,Sarah Schmidt,"6,33",Nestlé,Produkt K,"110,0",Lager I,Lager G
048,Fehler im System eintrgen,2024-03-05 02:09:25,Lisa Schulz,"7,49",Nestlé,Produkt K,"110,0",Lager E,Lager B
048,Bestandsverwaltung informieren,2024-03-05 02:41:25,Laura Fischer,"6,27",Nestlé,Produkt K,"110,0",Lager E,Lager E
048,Lagerbestand überprüfen,2024-03-05 02:45:25,Hannah Meyer,"2,55",Nestlé,Produkt K,"110,0",Lager C,Lager H
048,Auftragsabwicklung im System starten,2024-03-05 03:11:25,Lena Mueller,"9,67",Nestlé,Produkt K,"110,0",Lager E,Lager I
048,Artikel zusammenstellen,2024-03-05 03:28:25,Nico Schmidt,"2,02",Nestlé,Produkt K,"110,0",Lager G,Lager F
048,Ware verpacken,2024-03-05 03:44:25,Hannah Meyer,"6,81",Nestlé,Produkt K,"110,0",Lager H,Lager J
048,Gewicht prüfen,2024-03-05 04:09:25,Leonie Richter,"1,99",Nestlé,Produkt K,"110,0",Lager I,Lager D
048,Anzahl der Artikel überprüfen,2024-03-05 04:38:25,Emma Weber,"2,93",Nestlé,Produkt K,"110,0",Lager G,Lager C
048,Verpackung prüfen,2024-03-05 05:17:25,Jonas Richter,"4,33",Nestlé,Produkt K,"110,0",Lager B,Lager D
048,Paket zur Warenausgabe bringen,2024-03-05 05:54:25,Sophia Lang,"6,53",Nestlé,Produkt K,"110,0",Lager E,Lager I
048,Paket an Kunde übergeben,2024-03-05 06:43:25,Sarah Schmidt,"6,76",Nestlé,Produkt K,"110,0",Lager G,Lager G
048,Bestellstatus im System ändern,2024-03-05 07:23:25,Max Mustermann,"1,47",Nestlé,Produkt K,"110,0",Lager E,Lager J
049,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Sophia Lang,"1,85",Samsung Electronics,Produkt F,"110,0",Lager J,Lager J
049,Kunden-Daten in System übertragen,2024-03-04 20:16:25,Emma Weber,"4,62",Samsung Electronics,Produkt F,"110,0",Lager D,Lager G
049,Zahlvorgang abschließen,2024-03-04 21:12:25,Noah Becker,"4,82",Samsung Electronics,Produkt F,"110,0",Lager C,Lager J
049,Bestellung im System eintragen,2024-03-04 22:07:25,Lena Mueller,"5,98",Samsung Electronics,Produkt F,"110,0",Lager H,Lager C
049,Lagerbestand überprüfen,2024-03-04 22:09:25,Timo Wagner,"2,64",Samsung Electronics,Produkt F,"110,0",Lager J,Lager H
049,Auftragsabwicklung im System starten,2024-03-04 22:41:25,David Meyer,"9,63",Samsung Electronics,Produkt F,"110,0",Lager D,Lager J
049,Artikel zusammenstellen,2024-03-04 23:36:25,Nico Schmidt,"4,01",Samsung Electronics,Produkt F,"110,0",Lager H,Lager G
049,Versicherungs-Bescheinigung dazulegen,2024-03-05 00:17:25,Sophia Lang,"6,04",Samsung Electronics,Produkt F,"110,0",Lager J,Lager J
049,Ware verpacken,2024-03-05 00:31:25,Leonie Richter,"3,84",Samsung Electronics,Produkt F,"110,0",Lager F,Lager G
049,Gewicht prüfen,2024-03-05 01:30:25,Jan Becker,"2,63",Samsung Electronics,Produkt F,"110,0",Lager G,Lager D
049,Anzahl der Artikel überprüfen,2024-03-05 01:35:25,Mia Schmitt,"4,16",Samsung Electronics,Produkt F,"110,0",Lager D,Lager F
049,Verpackung prüfen,2024-03-05 02:22:25,Laura Fischer,"6,85",Samsung Electronics,Produkt F,"110,0",Lager J,Lager D
049,Bezahlaufforderung an Kunde schicken,2024-03-05 03:06:25,Laura Fischer,"9,15",Samsung Electronics,Produkt F,"110,0",Lager A,Lager G
049,Informationen an Transporteur übermitteln,2024-03-05 03:57:25,Sarah Schmidt,"9,71",Samsung Electronics,Produkt F,"110,0",Lager F,Lager B
049,Paket an Transporteur übergeben,2024-03-05 04:18:25,Luca Huber,"6,68",Samsung Electronics,Produkt F,"110,0",Lager B,Lager A
049,Bestellstatus im System ändern,2024-03-05 05:16:25,Hannah Meyer,"2,45",Samsung Electronics,Produkt F,"110,0",Lager A,Lager I
050,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Lisa Mueller,"2,46",Bayer,Produkt O,"120,0",Lager G,Lager C
050,Kunden-Daten in System übertragen,2024-03-04 19:50:25,Emilia Wagner,"2,57",Bayer,Produkt O,"120,0",Lager A,Lager J
050,Zahlvorgang abschließen,2024-03-04 20:06:25,David Meyer,"3,87",Bayer,Produkt O,"120,0",Lager E,Lager A
050,Bestellung im System eintragen,2024-03-04 20:59:25,David Meyer,"7,41",Bayer,Produkt O,"120,0",Lager B,Lager B
050,Lagerbestand überprüfen,2024-03-04 21:19:25,Mia Schmitt,"1,35",Bayer,Produkt O,"120,0",Lager F,Lager G
050,Auftragsabwicklung im System starten,2024-03-04 21:27:25,Lisa Schulz,"6,26",Bayer,Produkt O,"120,0",Lager J,Lager J
050,Artikel zusammenstellen,2024-03-04 21:39:25,Laura Fischer,"3,34",Bayer,Produkt O,"120,0",Lager G,Lager J
050,Versicherungs-Bescheinigung dazulegen,2024-03-04 22:26:25,Lena Mueller,"8,5",Bayer,Produkt O,"120,0",Lager H,Lager A
050,Ware verpacken,2024-03-04 23:26:25,Luca Huber,"3,21",Bayer,Produkt O,"120,0",Lager E,Lager D
050,Gewicht prüfen,2024-03-05 00:15:25,Sarah Schmidt,"1,45",Bayer,Produkt O,"120,0",Lager H,Lager I
050,Anzahl der Artikel überprüfen,2024-03-05 00:33:25,Max Mustermann,"3,58",Bayer,Produkt O,"120,0",Lager H,Lager B
050,Verpackung prüfen,2024-03-05 01:20:25,David Meyer,"3,43",Bayer,Produkt O,"120,0",Lager E,Lager A
050,Informationen an Transporteur übermitteln,2024-03-05 02:12:25,Nico Schmidt,"11,24",Bayer,Produkt O,"120,0",Lager F,Lager E
050,Paket an Transporteur übergeben,2024-03-05 02:21:25,Emma Weber,"8,34",Bayer,Produkt O,"120,0",Lager D,Lager H
050,Bestellstatus im System ändern,2024-03-05 02:37:25,Emma Weber,"1,88",Bayer,Produkt O,"120,0",Lager C,Lager I
051,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Jan Becker,"1,63",Procter & Gamble,Produkt R,"130,0",Lager E,Lager E
051,Kunden-Daten in System übertragen,2024-03-04 20:24:25,Noah Becker,"3,29",Procter & Gamble,Produkt R,"130,0",Lager I,Lager H
051,Zahlvorgang abschließen,2024-03-04 20:57:25,Leonie Richter,"6,44",Procter & Gamble,Produkt R,"130,0",Lager I,Lager D
051,Bestellung im System eintragen,2024-03-04 21:31:25,Hannah Meyer,"8,59",Procter & Gamble,Produkt R,"130,0",Lager J,Lager D
051,Lagerbestand überprüfen,2024-03-04 21:36:25,Laura Fischer,"1,4",Procter & Gamble,Produkt R,"130,0",Lager E,Lager A
051,Auftragsabwicklung im System starten,2024-03-04 21:38:25,Mia Schmitt,"8,86",Procter & Gamble,Produkt R,"130,0",Lager J,Lager F
051,Artikel zusammenstellen,2024-03-04 22:34:25,Leonie Richter,"4,42",Procter & Gamble,Produkt R,"130,0",Lager A,Lager B
051,Ware verpacken,2024-03-04 23:24:25,Max Mustermann,"4,33",Procter & Gamble,Produkt R,"130,0",Lager A,Lager D
051,Gewicht prüfen,2024-03-04 23:45:25,Timo Wagner,"2,57",Procter & Gamble,Produkt R,"130,0",Lager J,Lager F
051,Anzahl der Artikel überprüfen,2024-03-05 00:21:25,Lisa Schulz,"2,31",Procter & Gamble,Produkt R,"130,0",Lager H,Lager E
051,Verpackung prüfen,2024-03-05 00:40:25,Laura Fischer,"5,15",Procter & Gamble,Produkt R,"130,0",Lager D,Lager A
051,Fehler im System eintrgen,2024-03-05 01:25:25,Sarah Schmidt,"10,33",Procter & Gamble,Produkt R,"130,0",Lager C,Lager C
051,Bestandsverwaltung informieren,2024-03-05 01:46:25,Sarah Schmidt,"7,43",Procter & Gamble,Produkt R,"130,0",Lager G,Lager A
051,Lagerbestand überprüfen,2024-03-05 02:06:25,Sarah Schmidt,"1,41",Procter & Gamble,Produkt R,"130,0",Lager J,Lager F
051,Auftragsabwicklung im System starten,2024-03-05 02:30:25,David Meyer,"6,62",Procter & Gamble,Produkt R,"130,0",Lager A,Lager D
051,Artikel zusammenstellen,2024-03-05 02:34:25,Mia Schmitt,"3,68",Procter & Gamble,Produkt R,"130,0",Lager B,Lager C
051,Ware verpacken,2024-03-05 02:38:25,Timo Wagner,"5,46",Procter & Gamble,Produkt R,"130,0",Lager E,Lager E
051,Gewicht prüfen,2024-03-05 03:32:25,David Meyer,"2,89",Procter & Gamble,Produkt R,"130,0",Lager F,Lager I
051,Anzahl der Artikel überprüfen,2024-03-05 03:39:25,Jonas Richter,"4,18",Procter & Gamble,Produkt R,"130,0",Lager B,Lager B
051,Verpackung prüfen,2024-03-05 04:17:25,Luca Huber,"5,33",Procter & Gamble,Produkt R,"130,0",Lager I,Lager F
051,Informationen an Transporteur übermitteln,2024-03-05 04:50:25,Lisa Mueller,"8,52",Procter & Gamble,Produkt R,"130,0",Lager C,Lager B
051,Paket an Transporteur übergeben,2024-03-05 05:40:25,Emma Weber,"11,04",Procter & Gamble,Produkt R,"130,0",Lager G,Lager E
051,Bestellstatus im System ändern,2024-03-05 06:15:25,Hannah Meyer,"2,73",Procter & Gamble,Produkt R,"130,0",Lager F,Lager G
052,Vollständigkeit der Daten prüfen,2024-03-04 19:37:25,Lena Mueller,"9,31",Toyota,Produkt Q,"110,0",Lager C,Lager D
052,Bestellung im System eintragen,2024-03-04 19:50:25,Jonas Richter,"6,57",Toyota,Produkt Q,"110,0",Lager B,Lager E
052,Lagerbestand überprüfen,2024-03-04 20:27:25,Emma Weber,"1,51",Toyota,Produkt Q,"110,0",Lager G,Lager D
052,Auftragsabwicklung im System starten,2024-03-04 21:00:25,Nico Schmidt,"7,97",Toyota,Produkt Q,"110,0",Lager G,Lager C
052,Artikel zusammenstellen,2024-03-04 21:21:25,Timo Wagner,"2,89",Toyota,Produkt Q,"110,0",Lager E,Lager G
052,Versicherungs-Bescheinigung dazulegen,2024-03-04 22:08:25,Jan Becker,"6,1",Toyota,Produkt Q,"110,0",Lager I,Lager G
052,Ware verpacken,2024-03-04 23:04:25,Luca Huber,"3,13",Toyota,Produkt Q,"110,0",Lager B,Lager H
052,Gewicht prüfen,2024-03-04 23:09:25,Sarah Schmidt,"2,2",Toyota,Produkt Q,"110,0",Lager J,Lager G
052,Anzahl der Artikel überprüfen,2024-03-04 23:49:25,Hannah Meyer,"3,09",Toyota,Produkt Q,"110,0",Lager I,Lager F
052,Verpackung prüfen,2024-03-05 00:25:25,Mia Schmitt,"6,01",Toyota,Produkt Q,"110,0",Lager J,Lager D
052,Paket zur Warenausgabe bringen,2024-03-05 01:24:25,Noah Becker,"5,31",Toyota,Produkt Q,"110,0",Lager D,Lager A
052,Paket an Kunde übergeben,2024-03-05 02:03:25,Lisa Schulz,"9,73",Toyota,Produkt Q,"110,0",Lager B,Lager F
052,Bestellstatus im System ändern,2024-03-05 02:04:25,Lena Mueller,"1,34",Toyota,Produkt Q,"110,0",Lager F,Lager J
053,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Noah Becker,"2,11",General Electric,Produkt R,"130,0",Lager A,Lager I
053,Kunden-Daten in System übertragen,2024-03-04 20:13:25,Leonie Richter,"3,98",General Electric,Produkt R,"130,0",Lager J,Lager E
053,Zahlvorgang abschließen,2024-03-04 20:29:25,Luca Huber,"5,09",General Electric,Produkt R,"130,0",Lager G,Lager J
053,Bestellung im System eintragen,2024-03-04 20:44:25,Mia Schmitt,"8,14",General Electric,Produkt R,"130,0",Lager G,Lager J
053,Lagerbestand überprüfen,2024-03-04 21:36:25,Max Mustermann,"1,23",General Electric,Produkt R,"130,0",Lager F,Lager H
053,Auftragsabwicklung im System starten,2024-03-04 21:38:25,Jonas Richter,"5,28",General Electric,Produkt R,"130,0",Lager C,Lager A
053,Artikel zusammenstellen,2024-03-04 22:05:25,Jonas Richter,"5,18",General Electric,Produkt R,"130,0",Lager D,Lager H
053,Versicherungs-Bescheinigung dazulegen,2024-03-04 22:36:25,Paul Zimmer,"9,97",General Electric,Produkt R,"130,0",Lager A,Lager C
053,Ware verpacken,2024-03-04 23:06:25,Noah Becker,"7,73",General Electric,Produkt R,"130,0",Lager A,Lager D
053,Gewicht prüfen,2024-03-05 00:00:25,Max Mustermann,"1,89",General Electric,Produkt R,"130,0",Lager E,Lager A
053,Anzahl der Artikel überprüfen,2024-03-05 00:14:25,Jonas Richter,"3,43",General Electric,Produkt R,"130,0",Lager A,Lager C
053,Verpackung prüfen,2024-03-05 00:52:25,Laura Fischer,"3,2",General Electric,Produkt R,"130,0",Lager F,Lager B
053,Paket zur Warenausgabe bringen,2024-03-05 01:21:25,Lena Mueller,"7,31",General Electric,Produkt R,"130,0",Lager I,Lager F
053,Paket an Kunde übergeben,2024-03-05 02:13:25,Timo Wagner,"7,33",General Electric,Produkt R,"130,0",Lager A,Lager A
053,Bestellstatus im System ändern,2024-03-05 02:59:25,Lena Mueller,"2,85",General Electric,Produkt R,"130,0",Lager B,Lager G
054,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Paul Zimmer,"1,15",Sony,Produkt H,"130,0",Lager H,Lager D
054,Kunden-Daten in System übertragen,2024-03-04 20:02:25,Timo Wagner,"4,86",Sony,Produkt H,"130,0",Lager H,Lager J
054,Zahlvorgang abschließen,2024-03-04 20:47:25,Lena Mueller,"3,11",Sony,Produkt H,"130,0",Lager E,Lager A
054,Bestellung im System eintragen,2024-03-04 21:44:25,Sophia Lang,"7,42",Sony,Produkt H,"130,0",Lager G,Lager A
054,Lagerbestand überprüfen,2024-03-04 21:53:25,Jonas Richter,"2,81",Sony,Produkt H,"130,0",Lager E,Lager B
054,Artikel bestellen,2024-03-04 22:30:25,Paul Zimmer,"7,46",Sony,Produkt H,"130,0",Lager H,Lager H
054,Information an Kunde über verspätetet Lieferzeit verschicken,2024-03-04 23:16:25,Jan Becker,"8,56",Sony,Produkt H,"130,0",Lager G,Lager B
054,Auftragsabwicklung im System starten,2024-03-04 23:58:25,Lisa Schulz,"9,63",Sony,Produkt H,"130,0",Lager J,Lager F
054,Artikel zusammenstellen,2024-03-05 00:26:25,Mia Schmitt,"4,63",Sony,Produkt H,"130,0",Lager I,Lager J
054,Versicherungs-Bescheinigung dazulegen,2024-03-05 00:35:25,Lisa Schulz,"8,86",Sony,Produkt H,"130,0",Lager A,Lager G
054,Ware verpacken,2024-03-05 00:45:25,Mia Schmitt,"3,65",Sony,Produkt H,"130,0",Lager J,Lager B
054,Gewicht prüfen,2024-03-05 01:45:25,David Meyer,"1,29",Sony,Produkt H,"130,0",Lager I,Lager I
054,Anzahl der Artikel überprüfen,2024-03-05 02:40:25,Emilia Wagner,"4,79",Sony,Produkt H,"130,0",Lager C,Lager H
054,Verpackung prüfen,2024-03-05 03:30:25,Lena Mueller,"6,24",Sony,Produkt H,"130,0",Lager H,Lager H
054,Informationen an Transporteur übermitteln,2024-03-05 03:36:25,Leonie Richter,"10,76",Sony,Produkt H,"130,0",Lager F,Lager E
054,Paket an Transporteur übergeben,2024-03-05 03:53:25,Noah Becker,"6,18",Sony,Produkt H,"130,0",Lager E,Lager G
054,Bestellstatus im System ändern,2024-03-05 04:06:25,Jan Becker,"1,44",Sony,Produkt H,"130,0",Lager I,Lager C
055,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Leonie Richter,"2,49",Toyota,Produkt N,"75,0",Lager C,Lager H
055,Kunden-Daten in System übertragen,2024-03-04 20:27:25,Nico Schmidt,"4,51",Toyota,Produkt N,"75,0",Lager G,Lager A
055,Zahlvorgang abschließen,2024-03-04 21:02:25,Sophia Lang,"4,79",Toyota,Produkt N,"75,0",Lager D,Lager D
055,Bestellung im System eintragen,2024-03-04 21:57:25,Emma Weber,"7,09",Toyota,Produkt N,"75,0",Lager I,Lager E
055,Lagerbestand überprüfen,2024-03-04 22:29:25,Laura Fischer,"2,9",Toyota,Produkt N,"75,0",Lager H,Lager I
055,Auftragsabwicklung im System starten,2024-03-04 23:25:25,Mia Schmitt,"6,51",Toyota,Produkt N,"75,0",Lager C,Lager E
055,Artikel zusammenstellen,2024-03-04 23:53:25,Lena Mueller,"5,78",Toyota,Produkt N,"75,0",Lager D,Lager E
055,Ware verpacken,2024-03-05 00:43:25,Max Mustermann,"3,41",Toyota,Produkt N,"75,0",Lager C,Lager F
055,Gewicht prüfen,2024-03-05 01:17:25,Lisa Schulz,"1,15",Toyota,Produkt N,"75,0",Lager B,Lager H
055,Anzahl der Artikel überprüfen,2024-03-05 02:02:25,Lena Mueller,"3,67",Toyota,Produkt N,"75,0",Lager I,Lager D
055,Verpackung prüfen,2024-03-05 02:11:25,Sarah Schmidt,"6,94",Toyota,Produkt N,"75,0",Lager J,Lager I
055,Bezahlaufforderung an Kunde schicken,2024-03-05 02:27:25,Max Mustermann,"7,76",Toyota,Produkt N,"75,0",Lager I,Lager D
055,Informationen an Transporteur übermitteln,2024-03-05 03:13:25,Mia Schmitt,"6,27",Toyota,Produkt N,"75,0",Lager H,Lager C
055,Paket an Transporteur übergeben,2024-03-05 03:35:25,Paul Zimmer,"8,95",Toyota,Produkt N,"75,0",Lager D,Lager D
055,Bestellstatus im System ändern,2024-03-05 04:16:25,Jan Becker,"2,74",Toyota,Produkt N,"75,0",Lager G,Lager D
056,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Luca Huber,"1,46",Honda Motor,Produkt K,"110,0",Lager G,Lager E
056,Kunden-Daten in System übertragen,2024-03-04 19:59:25,Paul Zimmer,"4,92",Honda Motor,Produkt K,"110,0",Lager J,Lager C
056,Zahlvorgang abschließen,2024-03-04 20:28:25,Laura Fischer,"3,49",Honda Motor,Produkt K,"110,0",Lager D,Lager G
056,Bestellung im System eintragen,2024-03-04 21:08:25,Mia Schmitt,"8,58",Honda Motor,Produkt K,"110,0",Lager A,Lager J
056,Lagerbestand überprüfen,2024-03-04 21:26:25,Jonas Richter,"2,42",Honda Motor,Produkt K,"110,0",Lager G,Lager E
056,Auftragsabwicklung im System starten,2024-03-04 21:49:25,Leonie Richter,"7,37",Honda Motor,Produkt K,"110,0",Lager J,Lager A
056,Artikel zusammenstellen,2024-03-04 22:14:25,Mia Schmitt,"4,08",Honda Motor,Produkt K,"110,0",Lager J,Lager B
056,Versicherungs-Bescheinigung dazulegen,2024-03-04 23:00:25,Emma Weber,"7,46",Honda Motor,Produkt K,"110,0",Lager I,Lager B
056,Ware verpacken,2024-03-04 23:58:25,Paul Zimmer,"3,89",Honda Motor,Produkt K,"110,0",Lager F,Lager H
056,Gewicht prüfen,2024-03-05 00:46:25,Leonie Richter,"2,47",Honda Motor,Produkt K,"110,0",Lager G,Lager D
056,Anzahl der Artikel überprüfen,2024-03-05 01:04:25,Luca Huber,"3,25",Honda Motor,Produkt K,"110,0",Lager I,Lager H
056,Verpackung prüfen,2024-03-05 01:34:25,Lisa Mueller,"6,99",Honda Motor,Produkt K,"110,0",Lager J,Lager E
056,Paket zur Warenausgabe bringen,2024-03-05 02:13:25,Laura Fischer,"6,84",Honda Motor,Produkt K,"110,0",Lager A,Lager C
056,Paket an Kunde übergeben,2024-03-05 03:00:25,Jonas Richter,"7,83",Honda Motor,Produkt K,"110,0",Lager E,Lager G
056,Bestellstatus im System ändern,2024-03-05 03:56:25,David Meyer,"1,49",Honda Motor,Produkt K,"110,0",Lager H,Lager J
057,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Timo Wagner,"1,27",General Electric,Produkt B,"120,0",Lager H,Lager C
057,Kunden-Daten in System übertragen,2024-03-04 20:35:25,Jonas Richter,"4,05",General Electric,Produkt B,"120,0",Lager J,Lager I
057,Zahlvorgang abschließen,2024-03-04 21:24:25,Jonas Richter,"3,95",General Electric,Produkt B,"120,0",Lager H,Lager G
057,Bestellung im System eintragen,2024-03-04 21:48:25,Jan Becker,"8,27",General Electric,Produkt B,"120,0",Lager E,Lager B
057,Lagerbestand überprüfen,2024-03-04 22:05:25,David Meyer,"1,84",General Electric,Produkt B,"120,0",Lager H,Lager G
057,Auftragsabwicklung im System starten,2024-03-04 22:29:25,Nico Schmidt,"5,16",General Electric,Produkt B,"120,0",Lager A,Lager D
057,Artikel zusammenstellen,2024-03-04 23:15:25,Sarah Schmidt,"2,43",General Electric,Produkt B,"120,0",Lager E,Lager D
057,Versicherungs-Bescheinigung dazulegen,2024-03-04 23:43:25,Lisa Schulz,"6,67",General Electric,Produkt B,"120,0",Lager B,Lager F
057,Ware verpacken,2024-03-05 00:13:25,Leonie Richter,"6,66",General Electric,Produkt B,"120,0",Lager D,Lager E
057,Gewicht prüfen,2024-03-05 00:54:25,Jonas Richter,"1,36",General Electric,Produkt B,"120,0",Lager B,Lager A
057,Anzahl der Artikel überprüfen,2024-03-05 01:48:25,Lisa Schulz,"3,8",General Electric,Produkt B,"120,0",Lager D,Lager J
057,Verpackung prüfen,2024-03-05 02:31:25,Laura Fischer,"6,7",General Electric,Produkt B,"120,0",Lager B,Lager E
057,Paket zur Warenausgabe bringen,2024-03-05 03:26:25,Sophia Lang,"6,57",General Electric,Produkt B,"120,0",Lager C,Lager F
057,Zahlungsabwicklung durchführen,2024-03-05 04:02:25,Jan Becker,"6,96",General Electric,Produkt B,"120,0",Lager A,Lager D
057,Paket an Kunde übergeben,2024-03-05 04:27:25,David Meyer,"9,93",General Electric,Produkt B,"120,0",Lager C,Lager I
057,Bestellstatus im System ändern,2024-03-05 04:52:25,Emilia Wagner,"2,3",General Electric,Produkt B,"120,0",Lager I,Lager B
058,Vollständigkeit der Daten prüfen,2024-03-04 19:37:25,David Meyer,"11,82",BASF,Produkt A,"100,0",Lager D,Lager D
058,Bestellung im System eintragen,2024-03-04 20:01:25,Mia Schmitt,"7,02",BASF,Produkt A,"100,0",Lager F,Lager C
058,Lagerbestand überprüfen,2024-03-04 20:34:25,Timo Wagner,"1,94",BASF,Produkt A,"100,0",Lager G,Lager B
058,Auftragsabwicklung im System starten,2024-03-04 20:56:25,Lena Mueller,"9,59",BASF,Produkt A,"100,0",Lager B,Lager C
058,Artikel zusammenstellen,2024-03-04 21:12:25,Noah Becker,"5,69",BASF,Produkt A,"100,0",Lager H,Lager H
058,Ware verpacken,2024-03-04 21:31:25,Sophia Lang,"7,5",BASF,Produkt A,"100,0",Lager I,Lager F
058,Gewicht prüfen,2024-03-04 22:11:25,Sarah Schmidt,"2,13",BASF,Produkt A,"100,0",Lager B,Lager D
058,Anzahl der Artikel überprüfen,2024-03-04 22:55:25,Emilia Wagner,"2,27",BASF,Produkt A,"100,0",Lager J,Lager B
058,Verpackung prüfen,2024-03-04 23:00:25,Nico Schmidt,"4,0",BASF,Produkt A,"100,0",Lager G,Lager A
058,Paket zur Warenausgabe bringen,2024-03-04 23:32:25,Max Mustermann,"4,85",BASF,Produkt A,"100,0",Lager B,Lager C
058,Paket an Kunde übergeben,2024-03-05 00:18:25,Max Mustermann,"7,34",BASF,Produkt A,"100,0",Lager G,Lager D
058,Bestellstatus im System ändern,2024-03-05 00:36:25,Lena Mueller,"1,69",BASF,Produkt A,"100,0",Lager I,Lager B
059,Kunden-Daten aufnehmen,2024-03-04 19:37:25,Nico Schmidt,"2,98",PepsiCo,Produkt A,"100,0",Lager G,Lager G
059,Kunden-Daten in System übertragen,2024-03-04 20:10:25,Laura Fischer,"4,2",PepsiCo,Produkt A,"100,0",Lager I,Lager A
059,Zahlvorgang abschließen,2024-03-04 20:58:25,Paul Zimmer,"3,19",PepsiCo,Produkt A,"100,0",Lager I,Lager G
059,Bestellung im System eintragen,2024-03-04 21:58:25,Lena Mueller,"8,26",PepsiCo,Produkt A,"100,0",Lager A,Lager I
059,Lagerbestand überprüfen,2024-03-04 22:10:25,Jan Becker,"1,21",PepsiCo,Produkt A,"100,0",Lager C,Lager E
059,Artikel bestellen,2024-03-04 22:55:25,Lena Mueller,"8,04",PepsiCo,Produkt A,"100,0",Lager C,Lager I
059,Information an Kunde über verspätetet Lieferzeit verschicken,2024-03-04 23:14:25,Paul Zimmer,"11,16",PepsiCo,Produkt A,"100,0",Lager C,Lager A
059,Auftragsabwicklung im System starten,2024-03-04 23:21:25,Noah Becker,"8,76",PepsiCo,Produkt A,"100,0",Lager D,Lager I
059,Artikel zusammenstellen,2024-03-05 00:15:25,Sarah Schmidt,"2,02",PepsiCo,Produkt A,"100,0",Lager C,Lager C
059,Ware verpacken,2024-03-05 01:05:25,Hannah Meyer,"5,0",PepsiCo,Produkt A,"100,0",Lager F,Lager J
059,Gewicht prüfen,2024-03-05 02:02:25,Lena Mueller,"1,7",PepsiCo,Produkt A,"100,0",Lager G,Lager B
059,Anzahl der Artikel überprüfen,2024-03-05 02:54:25,Jan Becker,"3,36",PepsiCo,Produkt A,"100,0",Lager A,Lager G
059,Verpackung prüfen,2024-03-05 03:48:25,Jan Becker,"4,54",PepsiCo,Produkt A,"100,0",Lager I,Lager F
059,Paket zur Warenausgabe bringen,2024-03-05 04:04:25,Noah Becker,"7,64",PepsiCo,Produkt A,"100,0",Lager J,Lager H
059,Paket an Kunde übergeben,2024-03-05 04:56:25,Jan Becker,"9,17",PepsiCo,Produkt A,"100,0",Lager C,Lager G
059,Bestellstatus im System ändern,2024-03-05 05:31:25,Luca Huber,"2,26",PepsiCo,Produkt A,"100,0",Lager I,Lager H
060,Vollständigkeit der Daten prüfen,2024-03-04 19:37:25,Nico Schmidt,"10,27",BASF,Produkt E,"150,0",Lager A,Lager I
060,Fehlende Daten ermitteln,2024-03-04 20:24:25,Max Mustermann,"6,71",BASF,Produkt E,"150,0",Lager H,Lager G
060,Kunden bzgl. fehlender Daten anschreiben,2024-03-04 21:04:25,Nico Schmidt,"7,7",BASF,Produkt E,"150,0",Lager D,Lager I
060,Bestellung im System eintragen,2024-03-04 21:33:25,Lisa Mueller,"4,14",BASF,Produkt E,"150,0",Lager B,Lager H
060,Lagerbestand überprüfen,2024-03-04 21:59:25,Sophia Lang,"1,14",BASF,Produkt E,"150,0",Lager I,Lager B
060,Auftragsabwicklung im System starten,2024-03-04 22:56:25,Emilia Wagner,"7,58",BASF,Produkt E,"150,0",Lager G,Lager D
060,Artikel zusammenstellen,2024-03-04 23:17:25,Luca Huber,"5,34",BASF,Produkt E,"150,0",Lager D,Lager F
060,Ware verpacken,2024-03-05 00:07:25,Jan Becker,"6,76",BASF,Produkt E,"150,0",Lager I,Lager D
060,Gewicht prüfen,2024-03-05 00:52:25,Max Mustermann,"1,26",BASF,Produkt E,"150,0",Lager G,Lager A
060,Anzahl der Artikel überprüfen,2024-03-05 01:33:25,Jan Becker,"2,46",BASF,Produkt E,"150,0",Lager H,Lager A
060,Verpackung prüfen,2024-03-05 01:48:25,Emma Weber,"4,71",BASF,Produkt E,"150,0",Lager E,Lager D
