Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Kunde,Transportiertes Gut,Produktpreis (EUR),Abnahmeort,Abgabeort
048,Bestellung im System eintragen,2024-02-26 21:47:21,Max Mustermann,"5,38",Airbus,Produkt Q,"110,0",Lager B,Lager C
048,Lagerbestand überprüfen,2024-02-26 22:06:21,Hannah Meyer,"1,5",Airbus,Produkt Q,"110,0",Lager A,Lager J
048,Auftragsabwicklung im System starten,2024-02-26 22:55:21,Lena Mueller,"8,9",Airbus,Produkt Q,"110,0",Lager A,Lager H
048,Artikel zusammenstellen,2024-02-26 23:43:21,Mia Schmitt,"3,56",Airbus,Produkt Q,"110,0",Lager H,Lager B
048,Versicherungs-Bescheinigung dazulegen,2024-02-26 23:54:21,David Meyer,"7,14",Airbus,Produkt Q,"110,0",Lager F,Lager A
048,Ware verpacken,2024-02-27 00:29:21,Mia Schmitt,"7,24",Airbus,Produkt Q,"110,0",Lager I,Lager C
048,Gewicht prüfen,2024-02-27 01:15:21,Lisa Mueller,"2,27",Airbus,Produkt Q,"110,0",Lager F,Lager A
048,Anzahl der Artikel überprüfen,2024-02-27 02:02:21,Lisa Mueller,"4,3",Airbus,Produkt Q,"110,0",Lager H,Lager J
048,Verpackung prüfen,2024-02-27 02:37:21,Jonas Richter,"6,88",Airbus,Produkt Q,"110,0",Lager J,Lager A
048,Bezahlaufforderung an Kunde schicken,2024-02-27 03:24:21,Lisa Schulz,"7,74",Airbus,Produkt Q,"110,0",Lager H,Lager B
048,Informationen an Transporteur übermitteln,2024-02-27 03:56:21,Noah Becker,"9,86",Airbus,Produkt Q,"110,0",Lager A,Lager H
048,Paket an Transporteur übergeben,2024-02-27 04:28:21,Sarah Schmidt,"6,25",Airbus,Produkt Q,"110,0",Lager A,Lager B
048,Bestellstatus im System ändern,2024-02-27 04:51:21,Sophia Lang,"2,45",Airbus,Produkt Q,"110,0",Lager I,Lager C
049,Kunden-Daten abfragen (automatische Übertragung ins System),2024-02-26 20:46:21,Jonas Richter,"2,75",Daimler AG,Produkt E,"150,0",Lager J,Lager I
049,Bestellung im System eintragen,2024-02-26 21:26:21,Leonie Richter,"4,64",Daimler AG,Produkt E,"150,0",Lager I,Lager G
049,Lagerbestand überprüfen,2024-02-26 21:35:21,Emma Weber,"1,53",Daimler AG,Produkt E,"150,0",Lager D,Lager D
049,Auftragsabwicklung im System starten,2024-02-26 21:53:21,Nico Schmidt,"8,13",Daimler AG,Produkt E,"150,0",Lager G,Lager B
049,Artikel zusammenstellen,2024-02-26 22:15:21,Jonas Richter,"2,59",Daimler AG,Produkt E,"150,0",Lager E,Lager I
049,Ware verpacken,2024-02-26 22:24:21,Emma Weber,"7,62",Daimler AG,Produkt E,"150,0",Lager A,Lager B
049,Gewicht prüfen,2024-02-26 22:34:21,Laura Fischer,"1,23",Daimler AG,Produkt E,"150,0",Lager H,Lager I
049,Anzahl der Artikel überprüfen,2024-02-26 23:18:21,Lisa Schulz,"2,65",Daimler AG,Produkt E,"150,0",Lager D,Lager G
049,Verpackung prüfen,2024-02-27 00:14:21,Emma Weber,"5,03",Daimler AG,Produkt E,"150,0",Lager H,Lager H
049,Bezahlaufforderung an Kunde schicken,2024-02-27 00:39:21,Paul Zimmer,"3,41",Daimler AG,Produkt E,"150,0",Lager I,Lager E
049,Bezahlaufforderung an Kunde schicken,2024-02-27 00:51:21,Lisa Schulz,"7,71",Daimler AG,Produkt E,"150,0",Lager I,Lager E
049,Informationen an Transporteur übermitteln,2024-02-27 01:20:21,Sophia Lang,"4,44",Daimler AG,Produkt E,"150,0",Lager E,Lager J
049,Paket an Transporteur übergeben,2024-02-27 01:45:21,Nico Schmidt,"7,08",Daimler AG,Produkt E,"150,0",Lager C,Lager D
049,Bestellstatus im System ändern,2024-02-27 01:52:21,Hannah Meyer,"1,98",Daimler AG,Produkt E,"150,0",Lager F,Lager F
050,Kunden-Daten aufnehmen,2024-02-26 20:46:21,Sarah Schmidt,"2,61",Daimler AG,Produkt A,"100,0",Lager J,Lager E
050,Kunden-Daten in System übertragen,2024-02-26 21:41:21,Laura Fischer,"3,99",Daimler AG,Produkt A,"100,0",Lager H,Lager F
050,Zahlvorgang abschließen,2024-02-26 22:07:21,Lisa Mueller,"6,17",Daimler AG,Produkt A,"100,0",Lager B,Lager H
050,Bestellung im System eintragen,2024-02-26 22:47:21,Paul Zimmer,"6,53",Daimler AG,Produkt A,"100,0",Lager G,Lager G
050,Lagerbestand überprüfen,2024-02-26 23:36:21,Paul Zimmer,"1,24",Daimler AG,Produkt A,"100,0",Lager F,Lager C
050,Auftragsabwicklung im System starten,2024-02-27 00:36:21,Lisa Mueller,"8,62",Daimler AG,Produkt A,"100,0",Lager B,Lager A
050,Artikel zusammenstellen,2024-02-27 00:53:21,Paul Zimmer,"5,1",Daimler AG,Produkt A,"100,0",Lager G,Lager J
050,Ware verpacken,2024-02-27 00:57:21,Hannah Meyer,"7,62",Daimler AG,Produkt A,"100,0",Lager B,Lager B
050,Gewicht prüfen,2024-02-27 01:44:21,Noah Becker,"2,71",Daimler AG,Produkt A,"100,0",Lager C,Lager E
050,Anzahl der Artikel überprüfen,2024-02-27 01:48:21,Paul Zimmer,"3,47",Daimler AG,Produkt A,"100,0",Lager C,Lager H
050,Verpackung prüfen,2024-02-27 02:25:21,Jan Becker,"3,07",Daimler AG,Produkt A,"100,0",Lager J,Lager A
050,Bezahlaufforderung an Kunde schicken,2024-02-27 02:51:21,Lena Mueller,"2,69",Daimler AG,Produkt A,"100,0",Lager B,Lager A
050,Informationen an Transporteur übermitteln,2024-02-27 03:17:21,Emilia Wagner,"2,99",Daimler AG,Produkt A,"100,0",Lager H,Lager J
050,Paket an Transporteur übergeben,2024-02-27 03:42:21,Lisa Schulz,"5,99",Daimler AG,Produkt A,"100,0",Lager C,Lager I
050,Bestellstatus im System ändern,2024-02-27 04:10:21,Lisa Mueller,"1,46",Daimler AG,Produkt A,"100,0",Lager H,Lager E
051,Kunden-Daten aufnehmen,2024-02-26 20:46:21,Luca Huber,"2,89",Airbus,Produkt H,"130,0",Lager D,Lager D
051,Kunden-Daten in System übertragen,2024-02-26 21:41:21,Noah Becker,"4,71",Airbus,Produkt H,"130,0",Lager B,Lager C
051,Zahlvorgang abschließen,2024-02-26 22:24:21,Lisa Schulz,"3,59",Airbus,Produkt H,"130,0",Lager I,Lager C
051,Bestellung im System eintragen,2024-02-26 23:15:21,Mia Schmitt,"7,89",Airbus,Produkt H,"130,0",Lager A,Lager F
051,Lagerbestand überprüfen,2024-02-26 23:56:21,Sarah Schmidt,"1,39",Airbus,Produkt H,"130,0",Lager E,Lager E
051,Artikel bestellen,2024-02-27 00:19:21,Leonie Richter,"1,36",Airbus,Produkt H,"130,0",Lager J,Lager B
051,Information an Kunde über verspätetet Lieferzeit verschicken,2024-02-27 00:30:21,Lena Mueller,"2,35",Airbus,Produkt H,"130,0",Lager H,Lager F
051,Auftragsabwicklung im System starten,2024-02-27 00:47:21,Luca Huber,"9,97",Airbus,Produkt H,"130,0",Lager E,Lager J
051,Artikel zusammenstellen,2024-02-27 01:15:21,Jonas Richter,"4,29",Airbus,Produkt H,"130,0",Lager H,Lager E
051,Ware verpacken,2024-02-27 02:11:21,Lisa Mueller,"6,83",Airbus,Produkt H,"130,0",Lager F,Lager I
051,Gewicht prüfen,2024-02-27 02:35:21,Sarah Schmidt,"2,25",Airbus,Produkt H,"130,0",Lager D,Lager A
051,Anzahl der Artikel überprüfen,2024-02-27 03:25:21,Sophia Lang,"4,73",Airbus,Produkt H,"130,0",Lager C,Lager E
051,Verpackung prüfen,2024-02-27 03:33:21,Lisa Schulz,"4,56",Airbus,Produkt H,"130,0",Lager D,Lager J
051,Paket zur Warenausgabe bringen,2024-02-27 04:01:21,Paul Zimmer,"6,26",Airbus,Produkt H,"130,0",Lager G,Lager E
051,Paket an Kunde übergeben,2024-02-27 04:52:21,Max Mustermann,"5,92",Airbus,Produkt H,"130,0",Lager D,Lager G
051,Bestellstatus im System ändern,2024-02-27 05:22:21,Laura Fischer,"1,24",Airbus,Produkt H,"130,0",Lager D,Lager G
052,Vollständigkeit der Daten prüfen,2024-02-26 20:46:21,David Meyer,"8,78",PepsiCo,Produkt K,"110,0",Lager E,Lager C
052,Fehlende Daten ermitteln,2024-02-26 21:20:21,Jan Becker,"2,42",PepsiCo,Produkt K,"110,0",Lager G,Lager B
052,Kunden bzgl. fehlender Daten anschreiben,2024-02-26 21:54:21,Laura Fischer,"6,95",PepsiCo,Produkt K,"110,0",Lager A,Lager D
052,Bestellung im System eintragen,2024-02-26 22:41:21,Lisa Mueller,"7,49",PepsiCo,Produkt K,"110,0",Lager B,Lager E
052,Lagerbestand überprüfen,2024-02-26 23:35:21,Jan Becker,"2,77",PepsiCo,Produkt K,"110,0",Lager F,Lager B
052,Artikel bestellen,2024-02-27 00:13:21,Mia Schmitt,"5,53",PepsiCo,Produkt K,"110,0",Lager H,Lager A
052,Information an Kunde über verspätetet Lieferzeit verschicken,2024-02-27 01:02:21,Timo Wagner,"1,83",PepsiCo,Produkt K,"110,0",Lager I,Lager F
052,Auftragsabwicklung im System starten,2024-02-27 01:45:21,Paul Zimmer,"9,1",PepsiCo,Produkt K,"110,0",Lager D,Lager D
052,Artikel zusammenstellen,2024-02-27 01:48:21,Jan Becker,"4,79",PepsiCo,Produkt K,"110,0",Lager B,Lager H
052,Versicherungs-Bescheinigung dazulegen,2024-02-27 02:13:21,Timo Wagner,"9,76",PepsiCo,Produkt K,"110,0",Lager G,Lager G
052,Ware verpacken,2024-02-27 02:26:21,Lena Mueller,"3,73",PepsiCo,Produkt K,"110,0",Lager C,Lager H
052,Gewicht prüfen,2024-02-27 02:29:21,Lena Mueller,"1,86",PepsiCo,Produkt K,"110,0",Lager A,Lager D
052,Anzahl der Artikel überprüfen,2024-02-27 02:34:21,Nico Schmidt,"2,84",PepsiCo,Produkt K,"110,0",Lager I,Lager A
052,Verpackung prüfen,2024-02-27 02:42:21,Emilia Wagner,"6,95",PepsiCo,Produkt K,"110,0",Lager E,Lager A
052,Informationen an Transporteur übermitteln,2024-02-27 02:45:21,Mia Schmitt,"2,8",PepsiCo,Produkt K,"110,0",Lager B,Lager J
052,Paket an Transporteur übergeben,2024-02-27 02:51:21,Lisa Schulz,"5,77",PepsiCo,Produkt K,"110,0",Lager C,Lager A
052,Bestellstatus im System ändern,2024-02-27 03:26:21,Jan Becker,"2,43",PepsiCo,Produkt K,"110,0",Lager A,Lager D
053,Kunden-Daten aufnehmen,2024-02-26 20:46:21,David Meyer,"2,0",Procter & Gamble,Produkt N,"75,0",Lager E,Lager J
053,Kunden-Daten in System übertragen,2024-02-26 21:18:21,Laura Fischer,"4,45",Procter & Gamble,Produkt N,"75,0",Lager B,Lager E
053,Zahlvorgang abschließen,2024-02-26 21:27:21,Lena Mueller,"5,84",Procter & Gamble,Produkt N,"75,0",Lager B,Lager A
053,Bestellung im System eintragen,2024-02-26 21:40:21,Paul Zimmer,"8,91",Procter & Gamble,Produkt N,"75,0",Lager F,Lager H
053,Lagerbestand überprüfen,2024-02-26 22:08:21,Emilia Wagner,"2,24",Procter & Gamble,Produkt N,"75,0",Lager B,Lager D
053,Auftragsabwicklung im System starten,2024-02-26 22:43:21,Mia Schmitt,"9,47",Procter & Gamble,Produkt N,"75,0",Lager F,Lager F
053,Artikel zusammenstellen,2024-02-26 23:36:21,Jonas Richter,"4,45",Procter & Gamble,Produkt N,"75,0",Lager C,Lager C
053,Ware verpacken,2024-02-27 00:21:21,Luca Huber,"3,09",Procter & Gamble,Produkt N,"75,0",Lager F,Lager F
053,Gewicht prüfen,2024-02-27 01:14:21,Leonie Richter,"2,12",Procter & Gamble,Produkt N,"75,0",Lager F,Lager E
053,Anzahl der Artikel überprüfen,2024-02-27 02:11:21,Jan Becker,"4,35",Procter & Gamble,Produkt N,"75,0",Lager F,Lager I
053,Verpackung prüfen,2024-02-27 02:22:21,Lisa Schulz,"6,48",Procter & Gamble,Produkt N,"75,0",Lager I,Lager G
053,Fehler im System eintrgen,2024-02-27 02:50:21,Hannah Meyer,"1,5",Procter & Gamble,Produkt N,"75,0",Lager I,Lager I
053,Bestandsverwaltung informieren,2024-02-27 02:53:21,Lena Mueller,"7,95",Procter & Gamble,Produkt N,"75,0",Lager A,Lager J
053,Lagerbestand überprüfen,2024-02-27 03:04:21,Sarah Schmidt,"1,11",Procter & Gamble,Produkt N,"75,0",Lager F,Lager B
053,Auftragsabwicklung im System starten,2024-02-27 03:20:21,Paul Zimmer,"6,07",Procter & Gamble,Produkt N,"75,0",Lager G,Lager E
053,Artikel zusammenstellen,2024-02-27 03:54:21,Timo Wagner,"3,91",Procter & Gamble,Produkt N,"75,0",Lager G,Lager D
053,Ware verpacken,2024-02-27 04:30:21,Emma Weber,"6,36",Procter & Gamble,Produkt N,"75,0",Lager C,Lager F
053,Gewicht prüfen,2024-02-27 05:26:21,Noah Becker,"2,97",Procter & Gamble,Produkt N,"75,0",Lager A,Lager G
053,Anzahl der Artikel überprüfen,2024-02-27 05:27:21,Max Mustermann,"2,85",Procter & Gamble,Produkt N,"75,0",Lager I,Lager D
053,Verpackung prüfen,2024-02-27 05:34:21,Leonie Richter,"5,64",Procter & Gamble,Produkt N,"75,0",Lager F,Lager F
053,Informationen an Transporteur übermitteln,2024-02-27 05:36:21,Emma Weber,"7,11",Procter & Gamble,Produkt N,"75,0",Lager C,Lager E
053,Paket an Transporteur übergeben,2024-02-27 06:36:21,Lisa Schulz,"1,1",Procter & Gamble,Produkt N,"75,0",Lager I,Lager D
053,Bestellstatus im System ändern,2024-02-27 06:41:21,Sarah Schmidt,"2,06",Procter & Gamble,Produkt N,"75,0",Lager I,Lager F
054,Kunden-Daten aufnehmen,2024-02-26 20:46:21,Luca Huber,"2,07",General Electric,Produkt N,"75,0",Lager D,Lager C
054,Kunden-Daten in System übertragen,2024-02-26 21:14:21,Timo Wagner,"2,88",General Electric,Produkt N,"75,0",Lager D,Lager C
054,Zahlvorgang abschließen,2024-02-26 21:40:21,Noah Becker,"6,02",General Electric,Produkt N,"75,0",Lager E,Lager H
054,Bestellung im System eintragen,2024-02-26 21:44:21,Laura Fischer,"8,0",General Electric,Produkt N,"75,0",Lager I,Lager G
054,Lagerbestand überprüfen,2024-02-26 21:56:21,Lena Mueller,"1,2",General Electric,Produkt N,"75,0",Lager I,Lager H
054,Auftragsabwicklung im System starten,2024-02-26 22:08:21,David Meyer,"9,17",General Electric,Produkt N,"75,0",Lager I,Lager J
054,Artikel zusammenstellen,2024-02-26 22:52:21,Hannah Meyer,"2,73",General Electric,Produkt N,"75,0",Lager A,Lager G
054,Ware verpacken,2024-02-26 23:49:21,Jonas Richter,"7,07",General Electric,Produkt N,"75,0",Lager H,Lager B
054,Gewicht prüfen,2024-02-27 00:34:21,Mia Schmitt,"2,26",General Electric,Produkt N,"75,0",Lager J,Lager C
054,Anzahl der Artikel überprüfen,2024-02-27 01:12:21,Luca Huber,"2,66",General Electric,Produkt N,"75,0",Lager A,Lager F
054,Verpackung prüfen,2024-02-27 01:56:21,Timo Wagner,"3,52",General Electric,Produkt N,"75,0",Lager D,Lager I
054,Paket zur Warenausgabe bringen,2024-02-27 02:39:21,Lena Mueller,"4,95",General Electric,Produkt N,"75,0",Lager F,Lager C
054,Zahlungsabwicklung durchführen,2024-02-27 02:48:21,Lisa Schulz,"6,19",General Electric,Produkt N,"75,0",Lager H,Lager H
054,Paket an Kunde übergeben,2024-02-27 02:53:21,Lena Mueller,"9,67",General Electric,Produkt N,"75,0",Lager B,Lager E
054,Bestellstatus im System ändern,2024-02-27 03:26:21,Emma Weber,"2,81",General Electric,Produkt N,"75,0",Lager C,Lager A
055,Kunden-Daten aufnehmen,2024-02-26 20:46:21,Jan Becker,"1,9",Procter & Gamble,Produkt E,"150,0",Lager E,Lager A
055,Kunden-Daten in System übertragen,2024-02-26 21:32:21,Sophia Lang,"4,3",Procter & Gamble,Produkt E,"150,0",Lager B,Lager F
055,Zahlvorgang abschließen,2024-02-26 22:11:21,Mia Schmitt,"5,84",Procter & Gamble,Produkt E,"150,0",Lager B,Lager B
055,Bestellung im System eintragen,2024-02-26 22:26:21,Sarah Schmidt,"5,98",Procter & Gamble,Produkt E,"150,0",Lager H,Lager G
055,Lagerbestand überprüfen,2024-02-26 23:26:21,Noah Becker,"1,76",Procter & Gamble,Produkt E,"150,0",Lager G,Lager F
055,Auftragsabwicklung im System starten,2024-02-27 00:13:21,Hannah Meyer,"7,51",Procter & Gamble,Produkt E,"150,0",Lager B,Lager D
055,Artikel zusammenstellen,2024-02-27 00:53:21,Jonas Richter,"2,41",Procter & Gamble,Produkt E,"150,0",Lager E,Lager H
055,Ware verpacken,2024-02-27 01:11:21,Luca Huber,"5,02",Procter & Gamble,Produkt E,"150,0",Lager B,Lager C
055,Gewicht prüfen,2024-02-27 01:52:21,David Meyer,"1,15",Procter & Gamble,Produkt E,"150,0",Lager G,Lager C
055,Anzahl der Artikel überprüfen,2024-02-27 02:43:21,Lisa Schulz,"2,75",Procter & Gamble,Produkt E,"150,0",Lager H,Lager I
055,Verpackung prüfen,2024-02-27 03:12:21,Hannah Meyer,"4,8",Procter & Gamble,Produkt E,"150,0",Lager G,Lager E
055,Bezahlaufforderung an Kunde schicken,2024-02-27 03:56:21,Jan Becker,"2,94",Procter & Gamble,Produkt E,"150,0",Lager C,Lager F
055,Bezahlaufforderung an Kunde schicken,2024-02-27 04:48:21,Paul Zimmer,"4,69",Procter & Gamble,Produkt E,"150,0",Lager E,Lager E
055,Informationen an Transporteur übermitteln,2024-02-27 05:18:21,Timo Wagner,"8,06",Procter & Gamble,Produkt E,"150,0",Lager H,Lager I
055,Paket an Transporteur übergeben,2024-02-27 06:12:21,Timo Wagner,"2,81",Procter & Gamble,Produkt E,"150,0",Lager A,Lager D
055,Bestellstatus im System ändern,2024-02-27 06:54:21,Luca Huber,"1,44",Procter & Gamble,Produkt E,"150,0",Lager D,Lager H
056,Kunden-Daten aufnehmen,2024-02-26 20:46:21,Lisa Mueller,"1,14",Procter & Gamble,Produkt G,"95,0",Lager B,Lager A
056,Kunden-Daten in System übertragen,2024-02-26 21:40:21,Lena Mueller,"3,27",Procter & Gamble,Produkt G,"95,0",Lager G,Lager D
056,Rechnungsadesse aufnehmen,2024-02-26 21:52:21,Lena Mueller,"5,71",Procter & Gamble,Produkt G,"95,0",Lager H,Lager F
056,Rechnungsadesse im System eintragen,2024-02-26 22:40:21,Sophia Lang,"1,21",Procter & Gamble,Produkt G,"95,0",Lager H,Lager J
056,Bestellung im System eintragen,2024-02-26 23:38:21,Emilia Wagner,"4,01",Procter & Gamble,Produkt G,"95,0",Lager G,Lager D
056,Lagerbestand überprüfen,2024-02-27 00:25:21,Paul Zimmer,"2,39",Procter & Gamble,Produkt G,"95,0",Lager E,Lager F
056,Artikel bestellen,2024-02-27 00:39:21,Nico Schmidt,"4,63",Procter & Gamble,Produkt G,"95,0",Lager H,Lager C
056,Information an Kunde über verspätetet Lieferzeit verschicken,2024-02-27 00:40:21,Lena Mueller,"1,74",Procter & Gamble,Produkt G,"95,0",Lager E,Lager G
056,Auftragsabwicklung im System starten,2024-02-27 01:33:21,Mia Schmitt,"8,55",Procter & Gamble,Produkt G,"95,0",Lager J,Lager I
056,Artikel zusammenstellen,2024-02-27 02:24:21,Laura Fischer,"5,56",Procter & Gamble,Produkt G,"95,0",Lager C,Lager E
056,Ware verpacken,2024-02-27 03:01:21,Lisa Schulz,"4,59",Procter & Gamble,Produkt G,"95,0",Lager G,Lager E
056,Gewicht prüfen,2024-02-27 03:53:21,Hannah Meyer,"1,16",Procter & Gamble,Produkt G,"95,0",Lager B,Lager F
056,Anzahl der Artikel überprüfen,2024-02-27 04:22:21,Sarah Schmidt,"3,41",Procter & Gamble,Produkt G,"95,0",Lager J,Lager F
056,Verpackung prüfen,2024-02-27 04:28:21,Paul Zimmer,"6,64",Procter & Gamble,Produkt G,"95,0",Lager F,Lager C
056,Fehler im System eintrgen,2024-02-27 05:00:21,Lena Mueller,"5,75",Procter & Gamble,Produkt G,"95,0",Lager C,Lager D
056,Bestandsverwaltung informieren,2024-02-27 05:37:21,Lena Mueller,"2,75",Procter & Gamble,Produkt G,"95,0",Lager I,Lager H
056,Lagerbestand überprüfen,2024-02-27 05:55:21,Emma Weber,"1,1",Procter & Gamble,Produkt G,"95,0",Lager A,Lager E
056,Auftragsabwicklung im System starten,2024-02-27 06:34:21,Sophia Lang,"6,32",Procter & Gamble,Produkt G,"95,0",Lager D,Lager F
056,Artikel zusammenstellen,2024-02-27 07:30:21,Timo Wagner,"3,05",Procter & Gamble,Produkt G,"95,0",Lager H,Lager E
056,Ware verpacken,2024-02-27 08:29:21,Nico Schmidt,"4,07",Procter & Gamble,Produkt G,"95,0",Lager J,Lager C
056,Gewicht prüfen,2024-02-27 09:18:21,Hannah Meyer,"1,08",Procter & Gamble,Produkt G,"95,0",Lager E,Lager H
056,Anzahl der Artikel überprüfen,2024-02-27 09:31:21,Luca Huber,"3,62",Procter & Gamble,Produkt G,"95,0",Lager G,Lager A
056,Verpackung prüfen,2024-02-27 10:26:21,Sarah Schmidt,"6,67",Procter & Gamble,Produkt G,"95,0",Lager A,Lager I
056,Paket zur Warenausgabe bringen,2024-02-27 11:04:21,Jan Becker,"4,79",Procter & Gamble,Produkt G,"95,0",Lager I,Lager B
056,Paket an Kunde übergeben,2024-02-27 11:08:21,Nico Schmidt,"9,0",Procter & Gamble,Produkt G,"95,0",Lager I,Lager D
056,Bestellstatus im System ändern,2024-02-27 11:37:21,Paul Zimmer,"2,05",Procter & Gamble,Produkt G,"95,0",Lager G,Lager D
057,Kunden-Daten aufnehmen,2024-02-26 20:46:21,Laura Fischer,"1,06",BASF,Produkt P,"100,0",Lager H,Lager A
057,Kunden-Daten in System übertragen,2024-02-26 21:18:21,David Meyer,"2,6",BASF,Produkt P,"100,0",Lager J,Lager H
057,Zahlvorgang abschließen,2024-02-26 22:13:21,Timo Wagner,"5,3",BASF,Produkt P,"100,0",Lager G,Lager I
057,Bestellung im System eintragen,2024-02-26 23:12:21,Timo Wagner,"4,44",BASF,Produkt P,"100,0",Lager G,Lager J
057,Lagerbestand überprüfen,2024-02-26 23:22:21,Jonas Richter,"2,09",BASF,Produkt P,"100,0",Lager D,Lager C
057,Artikel bestellen,2024-02-26 23:34:21,Luca Huber,"2,25",BASF,Produkt P,"100,0",Lager E,Lager A
057,Information an Kunde über verspätetet Lieferzeit verschicken,2024-02-27 00:07:21,Jonas Richter,"9,88",BASF,Produkt P,"100,0",Lager D,Lager H
057,Auftragsabwicklung im System starten,2024-02-27 00:49:21,Jan Becker,"6,94",BASF,Produkt P,"100,0",Lager E,Lager I
057,Artikel zusammenstellen,2024-02-27 01:13:21,Nico Schmidt,"2,71",BASF,Produkt P,"100,0",Lager C,Lager D
057,Ware verpacken,2024-02-27 01:29:21,Lena Mueller,"7,13",BASF,Produkt P,"100,0",Lager A,Lager B
057,Gewicht prüfen,2024-02-27 01:48:21,Jan Becker,"1,04",BASF,Produkt P,"100,0",Lager D,Lager C
057,Anzahl der Artikel überprüfen,2024-02-27 02:08:21,Emilia Wagner,"3,95",BASF,Produkt P,"100,0",Lager A,Lager D
057,Verpackung prüfen,2024-02-27 02:36:21,David Meyer,"5,81",BASF,Produkt P,"100,0",Lager E,Lager E
057,Paket zur Warenausgabe bringen,2024-02-27 03:20:21,Jonas Richter,"4,19",BASF,Produkt P,"100,0",Lager H,Lager C
057,Paket an Kunde übergeben,2024-02-27 03:50:21,Nico Schmidt,"7,04",BASF,Produkt P,"100,0",Lager A,Lager B
057,Bestellstatus im System ändern,2024-02-27 04:40:21,Nico Schmidt,"2,97",BASF,Produkt P,"100,0",Lager B,Lager G
058,Kunden-Daten aufnehmen,2024-02-26 20:46:21,Lena Mueller,"1,45",Bayer,Produkt S,"90,0",Lager D,Lager B
058,Kunden-Daten in System übertragen,2024-02-26 21:08:21,Lena Mueller,"4,23",Bayer,Produkt S,"90,0",Lager B,Lager H
058,Zahlvorgang abschließen,2024-02-26 21:16:21,Luca Huber,"5,58",Bayer,Produkt S,"90,0",Lager H,Lager J
058,Bestellung im System eintragen,2024-02-26 21:21:21,David Meyer,"7,5",Bayer,Produkt S,"90,0",Lager C,Lager D
058,Lagerbestand überprüfen,2024-02-26 21:51:21,Leonie Richter,"1,33",Bayer,Produkt S,"90,0",Lager E,Lager I
058,Artikel bestellen,2024-02-26 22:37:21,Lisa Schulz,"5,04",Bayer,Produkt S,"90,0",Lager F,Lager D
058,Information an Kunde über verspätetet Lieferzeit verschicken,2024-02-26 22:52:21,Noah Becker,"8,97",Bayer,Produkt S,"90,0",Lager E,Lager A
058,Auftragsabwicklung im System starten,2024-02-26 23:08:21,Lena Mueller,"7,49",Bayer,Produkt S,"90,0",Lager H,Lager A
058,Artikel zusammenstellen,2024-02-26 23:49:21,Jonas Richter,"5,42",Bayer,Produkt S,"90,0",Lager E,Lager G
058,Versicherungs-Bescheinigung dazulegen,2024-02-27 00:28:21,Leonie Richter,"1,44",Bayer,Produkt S,"90,0",Lager E,Lager I
058,Ware verpacken,2024-02-27 01:21:21,Emilia Wagner,"7,91",Bayer,Produkt S,"90,0",Lager D,Lager C
058,Gewicht prüfen,2024-02-27 01:43:21,Lisa Schulz,"1,9",Bayer,Produkt S,"90,0",Lager J,Lager C
058,Anzahl der Artikel überprüfen,2024-02-27 01:54:21,Hannah Meyer,"2,72",Bayer,Produkt S,"90,0",Lager H,Lager J
058,Verpackung prüfen,2024-02-27 02:13:21,Sophia Lang,"6,39",Bayer,Produkt S,"90,0",Lager D,Lager E
058,Informationen an Transporteur übermitteln,2024-02-27 02:57:21,Lisa Mueller,"7,17",Bayer,Produkt S,"90,0",Lager A,Lager A
058,Paket an Transporteur übergeben,2024-02-27 03:55:21,Timo Wagner,"2,75",Bayer,Produkt S,"90,0",Lager H,Lager E
058,Bestellstatus im System ändern,2024-02-27 04:31:21,David Meyer,"2,73",Bayer,Produkt S,"90,0",Lager E,Lager J
059,Kunden-Daten aufnehmen,2024-02-26 20:46:21,Sophia Lang,"1,53",General Motors,Produkt T,"85,0",Lager B,Lager C
059,Kunden-Daten in System übertragen,2024-02-26 21:34:21,Jonas Richter,"2,15",General Motors,Produkt T,"85,0",Lager F,Lager F
059,Zahlvorgang abschließen,2024-02-26 22:07:21,Leonie Richter,"5,08",General Motors,Produkt T,"85,0",Lager C,Lager D
059,Bestellung im System eintragen,2024-02-26 22:20:21,Leonie Richter,"7,23",General Motors,Produkt T,"85,0",Lager F,Lager D
059,Lagerbestand überprüfen,2024-02-26 22:32:21,Max Mustermann,"2,16",General Motors,Produkt T,"85,0",Lager C,Lager I
059,Auftragsabwicklung im System starten,2024-02-26 23:25:21,Lisa Schulz,"6,85",General Motors,Produkt T,"85,0",Lager J,Lager H
059,Artikel zusammenstellen,2024-02-26 23:36:21,Lisa Schulz,"3,97",General Motors,Produkt T,"85,0",Lager H,Lager F
059,Ware verpacken,2024-02-27 00:27:21,Lisa Mueller,"6,14",General Motors,Produkt T,"85,0",Lager J,Lager G
059,Gewicht prüfen,2024-02-27 00:36:21,Sarah Schmidt,"2,26",General Motors,Produkt T,"85,0",Lager F,Lager F
059,Anzahl der Artikel überprüfen,2024-02-27 01:03:21,Lisa Schulz,"4,83",General Motors,Produkt T,"85,0",Lager J,Lager I
059,Verpackung prüfen,2024-02-27 01:28:21,Lisa Mueller,"4,35",General Motors,Produkt T,"85,0",Lager D,Lager I
059,Informationen an Transporteur übermitteln,2024-02-27 01:55:21,Mia Schmitt,"7,85",General Motors,Produkt T,"85,0",Lager F,Lager G
