Fallnummer,Aktivität,Zeitstempel,Abteilung,Ausführende Person,Kosten (EUR),Kunde,Transportiertes Gut,Produktpreis (EUR),Abnahmeort,Abgabeort
051,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Max Mustermann,"1,02",Siemens,Produkt I,"90,0",Lager J,Lager I
051,Kunden-Daten in System übertragen,2024-03-04 20:50:20,Auftragsannahme,Paul Zimmer,"3,55",Siemens,Produkt I,"90,0",Lager J,Lager F
051,Zahlvorgang abschließen,2024-03-04 21:43:20,Auftragsannahme,Luca Huber,"6,44",Siemens,Produkt I,"90,0",Lager E,Lager A
051,Bestellung im System eintragen,2024-03-04 22:23:20,Auftragsannahme,Paul Zimmer,"8,32",Siemens,Produkt I,"90,0",Lager H,Lager I
051,Lagerbestand überprüfen,2024-03-04 23:07:20,Bestandsverwaltung,David Meyer,"2,78",Siemens,Produkt I,"90,0",Lager I,Lager B
051,Auftragsabwicklung im System starten,2024-03-04 23:47:20,Bestandsverwaltung,Jonas Richter,"6,08",Siemens,Produkt I,"90,0",Lager E,Lager A
051,Artikel zusammenstellen,2024-03-05 00:36:20,Lager,Leonie Richter,"3,79",Siemens,Produkt I,"90,0",Lager J,Lager G
051,Ware verpacken,2024-03-05 01:06:20,Lager,Leonie Richter,"5,07",Siemens,Produkt I,"90,0",Lager E,Lager I
051,Gewicht prüfen,2024-03-05 02:03:20,Qualitätskontrolle,Laura Fischer,"1,3",Siemens,Produkt I,"90,0",Lager J,Lager B
051,Anzahl der Artikel überprüfen,2024-03-05 03:03:20,Qualitätskontrolle,Max Mustermann,"3,91",Siemens,Produkt I,"90,0",Lager E,Lager I
051,Verpackung prüfen,2024-03-05 03:39:20,Qualitätskontrolle,Timo Wagner,"5,38",Siemens,Produkt I,"90,0",Lager J,Lager B
051,Paket zur Warenausgabe bringen,2024-03-05 04:39:20,Warenausgang,Leonie Richter,"8,03",Siemens,Produkt I,"90,0",Lager A,Lager G
051,Paket an Kunde übergeben,2024-03-05 04:55:20,Warenausgang,Emilia Wagner,"9,75",Siemens,Produkt I,"90,0",Lager G,Lager J
051,Bestellstatus im System ändern,2024-03-05 05:51:20,Warenausgang,Noah Becker,"2,54",Siemens,Produkt I,"90,0",Lager H,Lager A
052,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Lena Mueller,"2,45",BASF,Produkt J,"75,0",Lager B,Lager C
052,Kunden-Daten in System übertragen,2024-03-04 20:40:20,Auftragsannahme,Luca Huber,"4,63",BASF,Produkt J,"75,0",Lager G,Lager D
052,Zahlvorgang abschließen,2024-03-04 21:23:20,Auftragsannahme,Emma Weber,"3,55",BASF,Produkt J,"75,0",Lager I,Lager J
052,Bestellung im System eintragen,2024-03-04 21:41:20,Auftragsannahme,Sarah Schmidt,"4,69",BASF,Produkt J,"75,0",Lager A,Lager D
052,Lagerbestand überprüfen,2024-03-04 22:32:20,Bestandsverwaltung,Timo Wagner,"2,84",BASF,Produkt J,"75,0",Lager A,Lager D
052,Auftragsabwicklung im System starten,2024-03-04 22:56:20,Bestandsverwaltung,Noah Becker,"7,2",BASF,Produkt J,"75,0",Lager G,Lager B
052,Artikel zusammenstellen,2024-03-04 23:37:20,Lager,Sarah Schmidt,"2,77",BASF,Produkt J,"75,0",Lager D,Lager D
052,Ware verpacken,2024-03-05 00:20:20,Lager,Max Mustermann,"7,56",BASF,Produkt J,"75,0",Lager D,Lager H
052,Gewicht prüfen,2024-03-05 01:01:20,Qualitätskontrolle,David Meyer,"1,1",BASF,Produkt J,"75,0",Lager I,Lager C
052,Anzahl der Artikel überprüfen,2024-03-05 01:31:20,Qualitätskontrolle,Noah Becker,"3,0",BASF,Produkt J,"75,0",Lager B,Lager F
052,Verpackung prüfen,2024-03-05 02:12:20,Qualitätskontrolle,Sarah Schmidt,"4,33",BASF,Produkt J,"75,0",Lager D,Lager D
052,Informationen an Transporteur übermitteln,2024-03-05 02:56:20,Warenausgang,Nico Schmidt,"8,2",BASF,Produkt J,"75,0",Lager I,Lager F
052,Paket an Transporteur übergeben,2024-03-05 03:13:20,Warenausgang,David Meyer,"6,36",BASF,Produkt J,"75,0",Lager E,Lager J
052,Bestellstatus im System ändern,2024-03-05 03:44:20,Warenausgang,Leonie Richter,"2,2",BASF,Produkt J,"75,0",Lager D,Lager I
053,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,David Meyer,"1,15",Nestlé,Produkt F,"110,0",Lager E,Lager B
053,Kunden-Daten in System übertragen,2024-03-04 21:20:20,Auftragsannahme,Emma Weber,"4,13",Nestlé,Produkt F,"110,0",Lager F,Lager D
053,Zahlvorgang abschließen,2024-03-04 21:52:20,Auftragsannahme,Jonas Richter,"3,19",Nestlé,Produkt F,"110,0",Lager J,Lager E
053,Bestellung im System eintragen,2024-03-04 22:52:20,Auftragsannahme,Max Mustermann,"4,64",Nestlé,Produkt F,"110,0",Lager C,Lager J
053,Lagerbestand überprüfen,2024-03-04 22:58:20,Bestandsverwaltung,Lisa Mueller,"1,6",Nestlé,Produkt F,"110,0",Lager H,Lager G
053,Auftragsabwicklung im System starten,2024-03-04 23:54:20,Bestandsverwaltung,Laura Fischer,"9,65",Nestlé,Produkt F,"110,0",Lager C,Lager I
053,Artikel zusammenstellen,2024-03-05 00:28:20,Lager,Mia Schmitt,"5,14",Nestlé,Produkt F,"110,0",Lager C,Lager C
053,Ware verpacken,2024-03-05 01:10:20,Lager,Lisa Schulz,"3,14",Nestlé,Produkt F,"110,0",Lager A,Lager B
053,Gewicht prüfen,2024-03-05 01:35:20,Qualitätskontrolle,Hannah Meyer,"2,61",Nestlé,Produkt F,"110,0",Lager A,Lager D
053,Anzahl der Artikel überprüfen,2024-03-05 01:45:20,Qualitätskontrolle,Mia Schmitt,"4,92",Nestlé,Produkt F,"110,0",Lager I,Lager I
053,Verpackung prüfen,2024-03-05 01:58:20,Qualitätskontrolle,Emilia Wagner,"3,15",Nestlé,Produkt F,"110,0",Lager H,Lager G
053,Paket zur Warenausgabe bringen,2024-03-05 02:37:20,Warenausgang,Leonie Richter,"8,81",Nestlé,Produkt F,"110,0",Lager D,Lager J
053,Paket an Kunde übergeben,2024-03-05 02:57:20,Warenausgang,Nico Schmidt,"8,22",Nestlé,Produkt F,"110,0",Lager F,Lager C
053,Bestellstatus im System ändern,2024-03-05 03:04:20,Warenausgang,Lisa Schulz,"1,25",Nestlé,Produkt F,"110,0",Lager D,Lager C
054,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,David Meyer,"2,51",Hitachi,Produkt R,"130,0",Lager E,Lager I
054,Kunden-Daten in System übertragen,2024-03-04 20:50:20,Auftragsannahme,Jonas Richter,"4,06",Hitachi,Produkt R,"130,0",Lager B,Lager G
054,Zahlvorgang abschließen,2024-03-04 21:25:20,Auftragsannahme,Emilia Wagner,"5,64",Hitachi,Produkt R,"130,0",Lager J,Lager D
054,Bestellung im System eintragen,2024-03-04 22:25:20,Auftragsannahme,David Meyer,"6,82",Hitachi,Produkt R,"130,0",Lager H,Lager I
054,Lagerbestand überprüfen,2024-03-04 22:47:20,Bestandsverwaltung,David Meyer,"1,1",Hitachi,Produkt R,"130,0",Lager D,Lager F
054,Auftragsabwicklung im System starten,2024-03-04 23:26:20,Bestandsverwaltung,Hannah Meyer,"6,48",Hitachi,Produkt R,"130,0",Lager H,Lager D
054,Artikel zusammenstellen,2024-03-04 23:34:20,Lager,Luca Huber,"4,12",Hitachi,Produkt R,"130,0",Lager D,Lager H
054,Ware verpacken,2024-03-05 00:29:20,Lager,Sophia Lang,"7,24",Hitachi,Produkt R,"130,0",Lager A,Lager G
054,Gewicht prüfen,2024-03-05 00:51:20,Qualitätskontrolle,Max Mustermann,"1,09",Hitachi,Produkt R,"130,0",Lager A,Lager I
054,Anzahl der Artikel überprüfen,2024-03-05 01:10:20,Qualitätskontrolle,Emilia Wagner,"4,87",Hitachi,Produkt R,"130,0",Lager A,Lager I
054,Verpackung prüfen,2024-03-05 01:18:20,Qualitätskontrolle,Mia Schmitt,"5,51",Hitachi,Produkt R,"130,0",Lager I,Lager B
054,Informationen an Transporteur übermitteln,2024-03-05 02:09:20,Warenausgang,Emma Weber,"8,22",Hitachi,Produkt R,"130,0",Lager E,Lager B
054,Paket an Transporteur übergeben,2024-03-05 02:18:20,Warenausgang,David Meyer,"9,84",Hitachi,Produkt R,"130,0",Lager E,Lager B
054,Bestellstatus im System ändern,2024-03-05 02:54:20,Warenausgang,Noah Becker,"2,83",Hitachi,Produkt R,"130,0",Lager G,Lager G
055,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Hannah Meyer,"2,3",Hitachi,Produkt C,"80,0",Lager B,Lager G
055,Kunden-Daten in System übertragen,2024-03-04 20:47:20,Auftragsannahme,Lisa Mueller,"3,31",Hitachi,Produkt C,"80,0",Lager I,Lager E
055,Zahlvorgang abschließen,2024-03-04 21:25:20,Auftragsannahme,Lisa Mueller,"3,27",Hitachi,Produkt C,"80,0",Lager D,Lager H
055,Bestellung im System eintragen,2024-03-04 21:32:20,Auftragsannahme,Mia Schmitt,"8,24",Hitachi,Produkt C,"80,0",Lager E,Lager E
055,Lagerbestand überprüfen,2024-03-04 22:15:20,Bestandsverwaltung,Noah Becker,"1,9",Hitachi,Produkt C,"80,0",Lager H,Lager F
055,Auftragsabwicklung im System starten,2024-03-04 22:45:20,Bestandsverwaltung,Mia Schmitt,"8,91",Hitachi,Produkt C,"80,0",Lager D,Lager D
055,Artikel zusammenstellen,2024-03-04 23:09:20,Lager,Max Mustermann,"4,75",Hitachi,Produkt C,"80,0",Lager H,Lager C
055,Ware verpacken,2024-03-04 23:38:20,Lager,Sophia Lang,"4,92",Hitachi,Produkt C,"80,0",Lager B,Lager E
055,Gewicht prüfen,2024-03-04 23:41:20,Qualitätskontrolle,Nico Schmidt,"2,96",Hitachi,Produkt C,"80,0",Lager F,Lager J
055,Anzahl der Artikel überprüfen,2024-03-05 00:23:20,Qualitätskontrolle,Paul Zimmer,"2,73",Hitachi,Produkt C,"80,0",Lager A,Lager J
055,Verpackung prüfen,2024-03-05 00:31:20,Qualitätskontrolle,Sarah Schmidt,"4,87",Hitachi,Produkt C,"80,0",Lager C,Lager F
055,Paket zur Warenausgabe bringen,2024-03-05 00:50:20,Warenausgang,Noah Becker,"6,99",Hitachi,Produkt C,"80,0",Lager C,Lager A
055,Zahlungsabwicklung durchführen,2024-03-05 01:19:20,Warenausgang,Leonie Richter,"10,46",Hitachi,Produkt C,"80,0",Lager A,Lager G
055,Paket an Kunde übergeben,2024-03-05 02:07:20,Warenausgang,Lena Mueller,"8,55",Hitachi,Produkt C,"80,0",Lager F,Lager D
055,Bestellstatus im System ändern,2024-03-05 02:47:20,Warenausgang,Nico Schmidt,"2,03",Hitachi,Produkt C,"80,0",Lager A,Lager J
056,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Leonie Richter,"2,87",Airbus,Produkt N,"75,0",Lager F,Lager B
056,Kunden-Daten in System übertragen,2024-03-04 21:16:20,Auftragsannahme,Hannah Meyer,"3,37",Airbus,Produkt N,"75,0",Lager G,Lager I
056,Zahlvorgang abschließen,2024-03-04 22:02:20,Auftragsannahme,Noah Becker,"5,52",Airbus,Produkt N,"75,0",Lager B,Lager D
056,Bestellung im System eintragen,2024-03-04 22:17:20,Auftragsannahme,Emilia Wagner,"7,94",Airbus,Produkt N,"75,0",Lager E,Lager H
056,Lagerbestand überprüfen,2024-03-04 22:38:20,Bestandsverwaltung,Lisa Schulz,"1,85",Airbus,Produkt N,"75,0",Lager I,Lager I
056,Auftragsabwicklung im System starten,2024-03-04 22:55:20,Bestandsverwaltung,Mia Schmitt,"9,71",Airbus,Produkt N,"75,0",Lager H,Lager G
056,Artikel zusammenstellen,2024-03-04 23:27:20,Lager,Max Mustermann,"5,41",Airbus,Produkt N,"75,0",Lager A,Lager E
056,Ware verpacken,2024-03-04 23:51:20,Lager,Sarah Schmidt,"4,46",Airbus,Produkt N,"75,0",Lager E,Lager C
056,Gewicht prüfen,2024-03-05 00:01:20,Qualitätskontrolle,Sophia Lang,"1,17",Airbus,Produkt N,"75,0",Lager B,Lager C
056,Anzahl der Artikel überprüfen,2024-03-05 00:45:20,Qualitätskontrolle,Emma Weber,"4,05",Airbus,Produkt N,"75,0",Lager C,Lager E
056,Verpackung prüfen,2024-03-05 01:16:20,Qualitätskontrolle,Mia Schmitt,"5,66",Airbus,Produkt N,"75,0",Lager G,Lager A
056,Paket zur Warenausgabe bringen,2024-03-05 02:13:20,Warenausgang,Laura Fischer,"8,78",Airbus,Produkt N,"75,0",Lager H,Lager A
056,Paket an Kunde übergeben,2024-03-05 02:33:20,Warenausgang,Hannah Meyer,"8,63",Airbus,Produkt N,"75,0",Lager J,Lager B
056,Bestellstatus im System ändern,2024-03-05 02:54:20,Warenausgang,Luca Huber,"1,8",Airbus,Produkt N,"75,0",Lager C,Lager E
057,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Sophia Lang,"2,45",Hitachi,Produkt P,"100,0",Lager J,Lager A
057,Kunden-Daten in System übertragen,2024-03-04 21:02:20,Auftragsannahme,Sophia Lang,"3,42",Hitachi,Produkt P,"100,0",Lager A,Lager H
057,Zahlvorgang abschließen,2024-03-04 21:59:20,Auftragsannahme,Sophia Lang,"6,71",Hitachi,Produkt P,"100,0",Lager C,Lager C
057,Bestellung im System eintragen,2024-03-04 22:47:20,Auftragsannahme,Timo Wagner,"7,5",Hitachi,Produkt P,"100,0",Lager J,Lager E
057,Lagerbestand überprüfen,2024-03-04 23:00:20,Bestandsverwaltung,Jonas Richter,"2,39",Hitachi,Produkt P,"100,0",Lager G,Lager I
057,Auftragsabwicklung im System starten,2024-03-04 23:36:20,Bestandsverwaltung,Laura Fischer,"8,65",Hitachi,Produkt P,"100,0",Lager C,Lager A
057,Artikel zusammenstellen,2024-03-04 23:49:20,Lager,David Meyer,"3,71",Hitachi,Produkt P,"100,0",Lager D,Lager H
057,Ware verpacken,2024-03-05 00:45:20,Lager,Jonas Richter,"7,51",Hitachi,Produkt P,"100,0",Lager J,Lager A
057,Gewicht prüfen,2024-03-05 01:26:20,Qualitätskontrolle,Jonas Richter,"1,86",Hitachi,Produkt P,"100,0",Lager D,Lager G
057,Anzahl der Artikel überprüfen,2024-03-05 01:28:20,Qualitätskontrolle,Jan Becker,"2,83",Hitachi,Produkt P,"100,0",Lager B,Lager A
057,Verpackung prüfen,2024-03-05 02:26:20,Qualitätskontrolle,Mia Schmitt,"5,41",Hitachi,Produkt P,"100,0",Lager F,Lager J
057,Informationen an Transporteur übermitteln,2024-03-05 03:18:20,Warenausgang,Lisa Schulz,"7,92",Hitachi,Produkt P,"100,0",Lager A,Lager A
057,Paket an Transporteur übergeben,2024-03-05 04:16:20,Warenausgang,Lena Mueller,"9,31",Hitachi,Produkt P,"100,0",Lager I,Lager C
057,Bestellstatus im System ändern,2024-03-05 04:39:20,Warenausgang,Emilia Wagner,"2,08",Hitachi,Produkt P,"100,0",Lager F,Lager B
058,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Sarah Schmidt,"1,17",Intel,Produkt D,"70,0",Lager I,Lager G
058,Kunden-Daten in System übertragen,2024-03-04 21:22:20,Auftragsannahme,Leonie Richter,"3,57",Intel,Produkt D,"70,0",Lager B,Lager G
058,Zahlvorgang abschließen,2024-03-04 22:17:20,Auftragsannahme,Leonie Richter,"5,03",Intel,Produkt D,"70,0",Lager F,Lager B
058,Bestellung im System eintragen,2024-03-04 22:41:20,Auftragsannahme,David Meyer,"6,03",Intel,Produkt D,"70,0",Lager J,Lager C
058,Lagerbestand überprüfen,2024-03-04 22:43:20,Bestandsverwaltung,Noah Becker,"1,88",Intel,Produkt D,"70,0",Lager J,Lager I
058,Auftragsabwicklung im System starten,2024-03-04 23:42:20,Bestandsverwaltung,Laura Fischer,"5,36",Intel,Produkt D,"70,0",Lager E,Lager I
058,Artikel zusammenstellen,2024-03-05 00:30:20,Lager,Nico Schmidt,"3,68",Intel,Produkt D,"70,0",Lager B,Lager C
058,Ware verpacken,2024-03-05 00:36:20,Lager,Timo Wagner,"7,77",Intel,Produkt D,"70,0",Lager I,Lager E
058,Gewicht prüfen,2024-03-05 00:45:20,Qualitätskontrolle,Max Mustermann,"2,92",Intel,Produkt D,"70,0",Lager A,Lager H
058,Anzahl der Artikel überprüfen,2024-03-05 00:59:20,Qualitätskontrolle,Emma Weber,"2,96",Intel,Produkt D,"70,0",Lager I,Lager A
058,Verpackung prüfen,2024-03-05 01:01:20,Qualitätskontrolle,Nico Schmidt,"3,27",Intel,Produkt D,"70,0",Lager F,Lager D
058,Informationen an Transporteur übermitteln,2024-03-05 01:22:20,Warenausgang,David Meyer,"11,02",Intel,Produkt D,"70,0",Lager A,Lager D
058,Paket an Transporteur übergeben,2024-03-05 01:56:20,Warenausgang,David Meyer,"8,73",Intel,Produkt D,"70,0",Lager A,Lager H
058,Bestellstatus im System ändern,2024-03-05 02:18:20,Warenausgang,Paul Zimmer,"1,77",Intel,Produkt D,"70,0",Lager F,Lager E
059,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Laura Fischer,"2,93",Nestlé,Produkt G,"95,0",Lager H,Lager J
059,Kunden-Daten in System übertragen,2024-03-04 21:09:20,Auftragsannahme,Sarah Schmidt,"3,87",Nestlé,Produkt G,"95,0",Lager H,Lager D
059,Zahlvorgang abschließen,2024-03-04 21:58:20,Auftragsannahme,Sarah Schmidt,"4,66",Nestlé,Produkt G,"95,0",Lager H,Lager D
059,Bestellung im System eintragen,2024-03-04 22:14:20,Auftragsannahme,Jonas Richter,"6,65",Nestlé,Produkt G,"95,0",Lager J,Lager F
059,Lagerbestand überprüfen,2024-03-04 23:09:20,Bestandsverwaltung,Paul Zimmer,"2,46",Nestlé,Produkt G,"95,0",Lager B,Lager E
059,Auftragsabwicklung im System starten,2024-03-04 23:18:20,Bestandsverwaltung,Timo Wagner,"9,65",Nestlé,Produkt G,"95,0",Lager E,Lager B
059,Artikel zusammenstellen,2024-03-04 23:54:20,Lager,Jan Becker,"2,84",Nestlé,Produkt G,"95,0",Lager A,Lager D
059,Ware verpacken,2024-03-05 00:07:20,Lager,Noah Becker,"4,99",Nestlé,Produkt G,"95,0",Lager F,Lager E
059,Gewicht prüfen,2024-03-05 00:26:20,Qualitätskontrolle,Noah Becker,"2,65",Nestlé,Produkt G,"95,0",Lager A,Lager C
059,Anzahl der Artikel überprüfen,2024-03-05 01:20:20,Qualitätskontrolle,Hannah Meyer,"2,74",Nestlé,Produkt G,"95,0",Lager G,Lager I
059,Verpackung prüfen,2024-03-05 01:34:20,Qualitätskontrolle,Emilia Wagner,"3,82",Nestlé,Produkt G,"95,0",Lager F,Lager E
059,Paket zur Warenausgabe bringen,2024-03-05 01:52:20,Warenausgang,Sophia Lang,"6,16",Nestlé,Produkt G,"95,0",Lager I,Lager H
059,Paket an Kunde übergeben,2024-03-05 02:11:20,Warenausgang,Noah Becker,"5,58",Nestlé,Produkt G,"95,0",Lager B,Lager A
059,Bestellstatus im System ändern,2024-03-05 02:43:20,Warenausgang,Emma Weber,"2,54",Nestlé,Produkt G,"95,0",Lager B,Lager D
060,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,David Meyer,"1,75",General Electric,Produkt F,"110,0",Lager B,Lager E
060,Kunden-Daten in System übertragen,2024-03-04 21:01:20,Auftragsannahme,Leonie Richter,"4,69",General Electric,Produkt F,"110,0",Lager A,Lager C
060,Zahlvorgang abschließen,2024-03-04 21:05:20,Auftragsannahme,Leonie Richter,"3,2",General Electric,Produkt F,"110,0",Lager D,Lager G
060,Bestellung im System eintragen,2024-03-04 21:50:20,Auftragsannahme,Luca Huber,"6,56",General Electric,Produkt F,"110,0",Lager E,Lager J
060,Lagerbestand überprüfen,2024-03-04 22:45:20,Bestandsverwaltung,Jonas Richter,"2,25",General Electric,Produkt F,"110,0",Lager A,Lager J
060,Auftragsabwicklung im System starten,2024-03-04 23:45:20,Bestandsverwaltung,Sophia Lang,"5,99",General Electric,Produkt F,"110,0",Lager D,Lager A
060,Artikel zusammenstellen,2024-03-05 00:00:20,Lager,Sophia Lang,"5,32",General Electric,Produkt F,"110,0",Lager G,Lager C
060,Ware verpacken,2024-03-05 00:42:20,Lager,Lena Mueller,"6,54",General Electric,Produkt F,"110,0",Lager B,Lager E
060,Gewicht prüfen,2024-03-05 01:00:20,Qualitätskontrolle,David Meyer,"1,34",General Electric,Produkt F,"110,0",Lager E,Lager G
060,Anzahl der Artikel überprüfen,2024-03-05 01:50:20,Qualitätskontrolle,Emilia Wagner,"3,35",General Electric,Produkt F,"110,0",Lager C,Lager A
060,Verpackung prüfen,2024-03-05 02:33:20,Qualitätskontrolle,Emilia Wagner,"4,97",General Electric,Produkt F,"110,0",Lager I,Lager E
060,Paket zur Warenausgabe bringen,2024-03-05 03:11:20,Warenausgang,Emilia Wagner,"6,75",General Electric,Produkt F,"110,0",Lager C,Lager B
060,Paket an Kunde übergeben,2024-03-05 04:10:20,Warenausgang,Laura Fischer,"5,2",General Electric,Produkt F,"110,0",Lager I,Lager C
060,Bestellstatus im System ändern,2024-03-05 05:01:20,Warenausgang,Hannah Meyer,"2,24",General Electric,Produkt F,"110,0",Lager F,Lager G
061,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Noah Becker,"2,45",Daimler AG,Produkt H,"130,0",Lager I,Lager H
061,Kunden-Daten in System übertragen,2024-03-04 20:59:20,Auftragsannahme,Sophia Lang,"3,03",Daimler AG,Produkt H,"130,0",Lager D,Lager C
061,Zahlvorgang abschließen,2024-03-04 21:59:20,Auftragsannahme,Noah Becker,"6,49",Daimler AG,Produkt H,"130,0",Lager G,Lager A
061,Bestellung im System eintragen,2024-03-04 22:32:20,Auftragsannahme,Noah Becker,"8,08",Daimler AG,Produkt H,"130,0",Lager C,Lager F
061,Lagerbestand überprüfen,2024-03-04 22:54:20,Bestandsverwaltung,Timo Wagner,"1,39",Daimler AG,Produkt H,"130,0",Lager I,Lager F
061,Auftragsabwicklung im System starten,2024-03-04 23:31:20,Bestandsverwaltung,Timo Wagner,"6,63",Daimler AG,Produkt H,"130,0",Lager D,Lager D
061,Artikel zusammenstellen,2024-03-05 00:31:20,Lager,Max Mustermann,"2,98",Daimler AG,Produkt H,"130,0",Lager H,Lager A
061,Ware verpacken,2024-03-05 01:24:20,Lager,Lena Mueller,"6,11",Daimler AG,Produkt H,"130,0",Lager C,Lager F
061,Gewicht prüfen,2024-03-05 02:10:20,Qualitätskontrolle,Leonie Richter,"2,42",Daimler AG,Produkt H,"130,0",Lager C,Lager J
061,Anzahl der Artikel überprüfen,2024-03-05 02:26:20,Qualitätskontrolle,David Meyer,"4,54",Daimler AG,Produkt H,"130,0",Lager G,Lager E
061,Verpackung prüfen,2024-03-05 03:15:20,Qualitätskontrolle,Lisa Mueller,"3,48",Daimler AG,Produkt H,"130,0",Lager A,Lager E
061,Paket zur Warenausgabe bringen,2024-03-05 03:29:20,Warenausgang,Jan Becker,"8,13",Daimler AG,Produkt H,"130,0",Lager I,Lager B
061,Zahlungsabwicklung durchführen,2024-03-05 04:00:20,Warenausgang,Nico Schmidt,"6,36",Daimler AG,Produkt H,"130,0",Lager F,Lager A
061,Paket an Kunde übergeben,2024-03-05 04:25:20,Warenausgang,Mia Schmitt,"8,66",Daimler AG,Produkt H,"130,0",Lager J,Lager H
061,Bestellstatus im System ändern,2024-03-05 04:29:20,Warenausgang,Lena Mueller,"2,73",Daimler AG,Produkt H,"130,0",Lager H,Lager A
062,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Luca Huber,"2,73",BASF,Produkt F,"110,0",Lager H,Lager J
062,Kunden-Daten in System übertragen,2024-03-04 20:43:20,Auftragsannahme,Lena Mueller,"4,38",BASF,Produkt F,"110,0",Lager I,Lager D
062,Zahlvorgang abschließen,2024-03-04 20:59:20,Auftragsannahme,Paul Zimmer,"5,35",BASF,Produkt F,"110,0",Lager H,Lager I
062,Bestellung im System eintragen,2024-03-04 21:58:20,Auftragsannahme,Hannah Meyer,"8,66",BASF,Produkt F,"110,0",Lager F,Lager A
062,Lagerbestand überprüfen,2024-03-04 22:14:20,Bestandsverwaltung,Hannah Meyer,"1,13",BASF,Produkt F,"110,0",Lager J,Lager I
062,Auftragsabwicklung im System starten,2024-03-04 22:39:20,Bestandsverwaltung,Luca Huber,"9,99",BASF,Produkt F,"110,0",Lager C,Lager F
062,Artikel zusammenstellen,2024-03-04 23:24:20,Lager,Leonie Richter,"3,76",BASF,Produkt F,"110,0",Lager D,Lager H
062,Ware verpacken,2024-03-04 23:26:20,Lager,Lena Mueller,"5,42",BASF,Produkt F,"110,0",Lager C,Lager E
062,Gewicht prüfen,2024-03-05 00:16:20,Qualitätskontrolle,Laura Fischer,"1,49",BASF,Produkt F,"110,0",Lager A,Lager C
062,Anzahl der Artikel überprüfen,2024-03-05 00:56:20,Qualitätskontrolle,Timo Wagner,"4,46",BASF,Produkt F,"110,0",Lager D,Lager A
062,Verpackung prüfen,2024-03-05 01:02:20,Qualitätskontrolle,Lisa Schulz,"5,55",BASF,Produkt F,"110,0",Lager G,Lager G
062,Paket zur Warenausgabe bringen,2024-03-05 01:20:20,Warenausgang,Paul Zimmer,"8,02",BASF,Produkt F,"110,0",Lager E,Lager C
062,Paket an Kunde übergeben,2024-03-05 02:04:20,Warenausgang,Jan Becker,"8,07",BASF,Produkt F,"110,0",Lager G,Lager D
062,Bestellstatus im System ändern,2024-03-05 02:16:20,Warenausgang,Nico Schmidt,"2,09",BASF,Produkt F,"110,0",Lager J,Lager D
063,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,David Meyer,"1,35",Nestlé,Produkt L,"140,0",Lager F,Lager A
063,Kunden-Daten in System übertragen,2024-03-04 20:38:20,Auftragsannahme,Max Mustermann,"3,13",Nestlé,Produkt L,"140,0",Lager H,Lager D
063,Zahlvorgang abschließen,2024-03-04 20:55:20,Auftragsannahme,Lena Mueller,"6,89",Nestlé,Produkt L,"140,0",Lager I,Lager G
063,Bestellung im System eintragen,2024-03-04 21:49:20,Auftragsannahme,Lisa Schulz,"8,22",Nestlé,Produkt L,"140,0",Lager E,Lager G
063,Lagerbestand überprüfen,2024-03-04 22:38:20,Bestandsverwaltung,Paul Zimmer,"1,56",Nestlé,Produkt L,"140,0",Lager D,Lager I
063,Auftragsabwicklung im System starten,2024-03-04 23:16:20,Bestandsverwaltung,Leonie Richter,"5,72",Nestlé,Produkt L,"140,0",Lager D,Lager D
063,Artikel zusammenstellen,2024-03-04 23:31:20,Lager,Sarah Schmidt,"2,78",Nestlé,Produkt L,"140,0",Lager H,Lager F
063,Ware verpacken,2024-03-04 23:49:20,Lager,Timo Wagner,"5,47",Nestlé,Produkt L,"140,0",Lager I,Lager A
063,Gewicht prüfen,2024-03-05 00:38:20,Qualitätskontrolle,Sarah Schmidt,"1,04",Nestlé,Produkt L,"140,0",Lager G,Lager I
063,Anzahl der Artikel überprüfen,2024-03-05 01:01:20,Qualitätskontrolle,Sophia Lang,"4,89",Nestlé,Produkt L,"140,0",Lager F,Lager E
063,Verpackung prüfen,2024-03-05 01:44:20,Qualitätskontrolle,Mia Schmitt,"5,64",Nestlé,Produkt L,"140,0",Lager A,Lager F
063,Informationen an Transporteur übermitteln,2024-03-05 02:31:20,Warenausgang,Sophia Lang,"11,58",Nestlé,Produkt L,"140,0",Lager A,Lager F
063,Paket an Transporteur übergeben,2024-03-05 03:07:20,Warenausgang,Emma Weber,"8,36",Nestlé,Produkt L,"140,0",Lager J,Lager J
